District,County,FY,DC Case Category,DC Case Type,Filing/Disposition Type,Count,Count Description
8,Baltimore,FY2022,Motor Vehicle,DUI/DWI,Jury Trial Prayer,730,Disposition
8,Baltimore,FY2022,Motor Vehicle,Payable & Must Appear,Paid,19266,Disposition
8,Baltimore,FY2022,Motor Vehicle,DUI/DWI,Guilty,458,Disposition
8,Baltimore,FY2022,Motor Vehicle,Other,All Disposition Manner,340,Disposition
8,Baltimore,FY2022,Motor Vehicle,DUI/DWI,Other,66,Disposition
8,Baltimore,FY2022,Motor Vehicle,DUI/DWI,Nolle Prosequi,205,Disposition
8,Baltimore,FY2022,Motor Vehicle,DUI/DWI,Not Guilty,42,Disposition
8,Baltimore,FY2022,Motor Vehicle,DUI/DWI,Stet,5,Disposition
8,Baltimore,FY2022,Motor Vehicle,DUI/DWI,Dismissed,2,Disposition
8,Baltimore,FY2022,Criminal,Criminal,Not Guilty,431,Disposition
8,Baltimore,FY2022,Criminal,Criminal,Stet,1704,Disposition
8,Baltimore,FY2022,Criminal,Criminal,Dismissed,614,Disposition
8,Baltimore,FY2022,Misc,Municipal Infractions,All Disposition Manner,3,Disposition
8,Baltimore,FY2022,Criminal,Criminal,Nolle Prosequi,5032,Disposition
8,Baltimore,FY2022,Misc,Civil Citations,All Disposition Manner,383,Disposition
8,Baltimore,FY2022,Criminal,Criminal,Forwarded to Circuit Court,2688,Disposition
8,Baltimore,FY2022,Criminal,Criminal,Probation Before Judgment,832,Disposition
8,Baltimore,FY2022,Criminal,Criminal,Guilty,1348,Disposition
8,Baltimore,FY2022,Criminal,Criminal,Other,97,Disposition
8,Baltimore,FY2022,Criminal,Criminal,Jury Trial Prayer,1786,Disposition
8,Baltimore,FY2022,Civil,Civil,All Judgements,21006,Disposition
8,Baltimore,FY2022,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,851,Disposition
8,Baltimore,FY2022,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,532,Disposition
8,Baltimore,FY2022,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,2124,Disposition
8,Baltimore,FY2022,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,1606,Disposition
8,Baltimore,FY2022,Motor Vehicle,Parking & Red Light,All Disposition Manner,6292,Disposition
8,Baltimore,FY2022,Misc,Emergency Evaluations,Granted,478,Disposition
8,Baltimore,FY2023,Civil,Civil,ALL,24978,Filing
8,Baltimore,FY2023,Misc,Emergency Evaluations,ALL,610,Filing
8,Baltimore,FY2023,Criminal,Fugitive Warrants,ALL,138,Filing
8,Baltimore,FY2023,Criminal,Criminal,ALL,11394,Filing
8,Baltimore,FY2023,Misc,Civil Citations,ALL,160,Filing
8,Baltimore,FY2023,Misc,Forfeiture of Contraband,ALL,7,Filing
8,Baltimore,FY2023,Misc,Injunctions,ALL,2,Filing
8,Baltimore,FY2023,Landlord Tenant,Landlord Tenant,ALL,111243,Filing
8,Baltimore,FY2023,Motor Vehicle,Payable & Must Appear,ALL,28865,Filing
8,Baltimore,FY2023,Motor Vehicle,DUI/DWI,ALL,1978,Filing
8,Baltimore,FY2023,Motor Vehicle,Other,ALL,94,Filing
8,Baltimore,FY2023,Peace Order & Domestic Violence,Domestic Violence,ALL,3905,Filing
8,Baltimore,FY2023,Peace Order & Domestic Violence,Peace Order ,ALL,2602,Filing
8,Baltimore,FY2023,Motor Vehicle,Parking & Red Light,ALL,5168,Filing
8,Baltimore,FY2023,Motor Vehicle,Payable & Must Appear,Tried,11997,Disposition
8,Baltimore,FY2023,Motor Vehicle,Payable & Must Appear,Miscellaneous,9474,Disposition
8,Baltimore,FY2023,Motor Vehicle,Payable & Must Appear,Paid,14901,Disposition
8,Baltimore,FY2023,Motor Vehicle,DUI/DWI,Probation Before Judgment,1030,Disposition
8,Baltimore,FY2023,Motor Vehicle,DUI/DWI,Jury Trial Prayer,945,Disposition
8,Baltimore,FY2023,Motor Vehicle,Other,All Disposition Manner,191,Disposition
8,Baltimore,FY2023,Motor Vehicle,DUI/DWI,Guilty,423,Disposition
8,Baltimore,FY2023,Motor Vehicle,DUI/DWI,Not Guilty,37,Disposition
8,Baltimore,FY2023,Motor Vehicle,DUI/DWI,Dismissed,7,Disposition
8,Baltimore,FY2023,Motor Vehicle,DUI/DWI,Nolle Prosequi,248,Disposition
8,Baltimore,FY2023,Motor Vehicle,DUI/DWI,Stet,15,Disposition
8,Baltimore,FY2023,Motor Vehicle,DUI/DWI,Other,31,Disposition
8,Baltimore,FY2023,Criminal,Criminal,Forwarded to Circuit Court,2293,Disposition
8,Baltimore,FY2023,Criminal,Criminal,Probation Before Judgment,632,Disposition
8,Baltimore,FY2023,Criminal,Criminal,Stet,1614,Disposition
8,Baltimore,FY2023,Criminal,Criminal,Not Guilty,407,Disposition
8,Baltimore,FY2023,Criminal,Criminal,Jury Trial Prayer,1562,Disposition
8,Baltimore,FY2023,Criminal,Criminal,Guilty,1075,Disposition
8,Baltimore,FY2023,Criminal,Criminal,Other,42,Disposition
8,Baltimore,FY2023,Misc,Civil Citations,All Disposition Manner,188,Disposition
8,Baltimore,FY2023,Criminal,Criminal,Nolle Prosequi,4024,Disposition
8,Baltimore,FY2023,Criminal,Criminal,Dismissed,379,Disposition
8,Baltimore,FY2023,Misc,Municipal Infractions,All Disposition Manner,1,Disposition
8,Baltimore,FY2023,Civil,Civil,All Judgements,17176,Disposition
8,Baltimore,FY2023,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,1033,Disposition
8,Baltimore,FY2023,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,712,Disposition
8,Baltimore,FY2023,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,2567,Disposition
8,Baltimore,FY2023,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,1634,Disposition
8,Baltimore,FY2023,Motor Vehicle,Parking & Red Light,All Disposition Manner,5168,Disposition
8,Baltimore,FY2023,Misc,Emergency Evaluations,Granted,465,Disposition
8,Baltimore,FY2024,Misc,Forfeiture of Contraband,ALL,14,Filing
8,Baltimore,FY2024,Misc,Municipal Infractions,ALL,1,Filing
8,Baltimore,FY2024,Misc,Emergency Evaluations,ALL,678,Filing
8,Baltimore,FY2024,Criminal,Fugitive Warrants,ALL,177,Filing
8,Baltimore,FY2024,Criminal,Criminal,ALL,10934,Filing
8,Baltimore,FY2024,Landlord Tenant,Landlord Tenant,ALL,109613,Filing
8,Baltimore,FY2024,Misc,Injunctions,ALL,4,Filing
8,Baltimore,FY2024,Misc,Civil Citations,ALL,23,Filing
8,Baltimore,FY2024,Civil,Civil,ALL,30956,Filing
8,Baltimore,FY2024,Motor Vehicle,Payable & Must Appear,ALL,24276,Filing
8,Baltimore,FY2024,Motor Vehicle,DUI/DWI,ALL,1811,Filing
8,Baltimore,FY2024,Motor Vehicle,Other,ALL,71,Filing
8,Baltimore,FY2024,Peace Order & Domestic Violence,Domestic Violence,ALL,3898,Filing
8,Baltimore,FY2024,Peace Order & Domestic Violence,Peace Order ,ALL,2594,Filing
8,Baltimore,FY2024,Motor Vehicle,Parking & Red Light,ALL,2861,Filing
8,Baltimore,FY2024,Motor Vehicle,Payable & Must Appear,Miscellaneous,6458,Disposition
8,Baltimore,FY2024,Motor Vehicle,DUI/DWI,Probation Before Judgment,696,Disposition
8,Baltimore,FY2024,Motor Vehicle,Payable & Must Appear,Tried,8010,Disposition
8,Baltimore,FY2024,Motor Vehicle,Payable & Must Appear,Paid,11412,Disposition
8,Baltimore,FY2024,Motor Vehicle,DUI/DWI,Guilty,320,Disposition
8,Baltimore,FY2024,Motor Vehicle,DUI/DWI,Jury Trial Prayer,781,Disposition
8,Baltimore,FY2024,Motor Vehicle,DUI/DWI,Nolle Prosequi,144,Disposition
8,Baltimore,FY2024,Motor Vehicle,DUI/DWI,Other,39,Disposition
8,Baltimore,FY2024,Motor Vehicle,Other,All Disposition Manner,123,Disposition
8,Baltimore,FY2024,Motor Vehicle,DUI/DWI,Not Guilty,28,Disposition
8,Baltimore,FY2024,Motor Vehicle,DUI/DWI,Stet,9,Disposition
8,Baltimore,FY2024,Motor Vehicle,DUI/DWI,Dismissed,1,Disposition
8,Baltimore,FY2024,Criminal,Criminal,Probation Before Judgment,595,Disposition
8,Baltimore,FY2024,Criminal,Criminal,Not Guilty,364,Disposition
8,Baltimore,FY2024,Criminal,Criminal,Forwarded to Circuit Court,1798,Disposition
8,Baltimore,FY2024,Criminal,Criminal,Other,90,Disposition
8,Baltimore,FY2024,Criminal,Criminal,Nolle Prosequi,3589,Disposition
8,Baltimore,FY2024,Criminal,Criminal,Stet,1616,Disposition
8,Baltimore,FY2024,Criminal,Criminal,Guilty,1176,Disposition
8,Baltimore,FY2024,Criminal,Criminal,Jury Trial Prayer,1457,Disposition
8,Baltimore,FY2024,Misc,Civil Citations,All Disposition Manner,24,Disposition
8,Baltimore,FY2024,Misc,Municipal Infractions,All Disposition Manner,1,Disposition
8,Baltimore,FY2024,Criminal,Criminal,Dismissed,412,Disposition
8,Baltimore,FY2024,Civil,Civil,All Judgements,17271,Disposition
8,Baltimore,FY2024,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,990,Disposition
8,Baltimore,FY2024,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,662,Disposition
8,Baltimore,FY2024,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,2606,Disposition
8,Baltimore,FY2024,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,1848,Disposition
8,Baltimore,FY2024,Motor Vehicle,Parking & Red Light,All Disposition Manner,2861,Disposition
8,Baltimore,FY2024,Misc,Emergency Evaluations,Granted,528,Disposition
8,Baltimore,FY2025,Criminal,Fugitive Warrants,ALL,172,Filing
8,Baltimore,FY2025,Landlord Tenant,Landlord Tenant,ALL,100925,Filing
8,Baltimore,FY2025,Civil,Civil,ALL,38598,Filing
8,Baltimore,FY2025,Misc,Forfeiture of Contraband,ALL,12,Filing
8,Baltimore,FY2025,Misc,Emergency Evaluations,ALL,634,Filing
8,Baltimore,FY2025,Misc,Civil Citations,ALL,30,Filing
8,Baltimore,FY2025,Misc,Municipal Infractions,ALL,3,Filing
8,Baltimore,FY2025,Misc,Injunctions,ALL,1,Filing
8,Baltimore,FY2025,Criminal,Criminal,ALL,11113,Filing
8,Baltimore,FY2025,Motor Vehicle,Payable & Must Appear,ALL,27040,Filing
8,Baltimore,FY2025,Motor Vehicle,DUI/DWI,ALL,1769,Filing
8,Baltimore,FY2025,Motor Vehicle,Other,ALL,93,Filing
8,Baltimore,FY2025,Peace Order & Domestic Violence,Domestic Violence,ALL,3995,Filing
8,Baltimore,FY2025,Peace Order & Domestic Violence,Peace Order ,ALL,2673,Filing
8,Baltimore,FY2025,Motor Vehicle,Parking & Red Light,ALL,3026,Filing
8,Baltimore,FY2025,Motor Vehicle,Payable & Must Appear,Miscellaneous,7077,Disposition
8,Baltimore,FY2025,Motor Vehicle,DUI/DWI,Jury Trial Prayer,795,Disposition
8,Baltimore,FY2025,Motor Vehicle,Payable & Must Appear,Paid,12013,Disposition
8,Baltimore,FY2025,Motor Vehicle,Payable & Must Appear,Tried,7587,Disposition
8,Baltimore,FY2025,Motor Vehicle,DUI/DWI,Guilty,209,Disposition
8,Baltimore,FY2025,Motor Vehicle,DUI/DWI,Other,45,Disposition
8,Baltimore,FY2025,Motor Vehicle,DUI/DWI,Nolle Prosequi,161,Disposition
8,Baltimore,FY2025,Motor Vehicle,DUI/DWI,Probation Before Judgment,497,Disposition
8,Baltimore,FY2025,Motor Vehicle,Other,All Disposition Manner,109,Disposition
8,Baltimore,FY2025,Motor Vehicle,DUI/DWI,Not Guilty,27,Disposition
8,Baltimore,FY2025,Motor Vehicle,DUI/DWI,Stet,4,Disposition
8,Baltimore,FY2025,Misc,Municipal Infractions,All Disposition Manner,3,Disposition
8,Baltimore,FY2025,Criminal,Criminal,Guilty,1016,Disposition
8,Baltimore,FY2025,Misc,Civil Citations,All Disposition Manner,41,Disposition
8,Baltimore,FY2025,Criminal,Criminal,Not Guilty,338,Disposition
8,Baltimore,FY2025,Criminal,Criminal,Stet,1590,Disposition
8,Baltimore,FY2025,Criminal,Criminal,Dismissed,400,Disposition
8,Baltimore,FY2025,Criminal,Criminal,Forwarded to Circuit Court,1746,Disposition
8,Baltimore,FY2025,Criminal,Criminal,Nolle Prosequi,3874,Disposition
8,Baltimore,FY2025,Criminal,Criminal,Other,133,Disposition
8,Baltimore,FY2025,Criminal,Criminal,Jury Trial Prayer,1628,Disposition
8,Baltimore,FY2025,Criminal,Criminal,Probation Before Judgment,473,Disposition
8,Baltimore,FY2025,Civil,Civil,All Judgements,21983,Disposition
8,Baltimore,FY2025,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,979,Disposition
8,Baltimore,FY2025,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,636,Disposition
8,Baltimore,FY2025,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,2722,Disposition
8,Baltimore,FY2025,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,1999,Disposition
8,Baltimore,FY2025,Motor Vehicle,Parking & Red Light,All Disposition Manner,3026,Disposition
1,Baltimore City,FY2012,Landlord Tenant,Landlord Tenant,ALL,1999,Filing
1,Baltimore City,FY2012,Misc,Forfeiture of Contraband,ALL,927,Filing
1,Baltimore City,FY2012,Misc,Injunctions,ALL,403,Filing
1,Baltimore City,FY2012,Civil,Civil,ALL,30509,Filing
1,Baltimore City,FY2012,Misc,Civil Citations,ALL,225,Filing
1,Baltimore City,FY2012,Misc,Emergency Evaluations,ALL,530,Filing
1,Baltimore City,FY2012,Criminal,Fugitive Warrants,ALL,328,Filing
1,Baltimore City,FY2012,Criminal,Criminal,ALL,51227,Filing
1,Baltimore City,FY2012,Motor Vehicle,Payable & Must Appear,ALL,44675,Filing
1,Baltimore City,FY2012,Motor Vehicle,DUI/DWI,ALL,1150,Filing
1,Baltimore City,FY2012,Motor Vehicle,Other,ALL,2392,Filing
1,Baltimore City,FY2012,Peace Order & Domestic Violence,Domestic Violence,ALL,4410,Filing
1,Baltimore City,FY2012,Peace Order & Domestic Violence,Peace Order ,ALL,3640,Filing
1,Baltimore City,FY2012,Motor Vehicle,Parking & Red Light,ALL,35975,Filing
1,Baltimore City,FY2012,Motor Vehicle,Payable & Must Appear,Miscellaneous,8941,Disposition
1,Baltimore City,FY2012,Motor Vehicle,Payable & Must Appear,Paid,23987,Disposition
1,Baltimore City,FY2012,Motor Vehicle,Payable & Must Appear,Tried,10777,Disposition
1,Baltimore City,FY2012,Motor Vehicle,DUI/DWI,Guilty,333,Disposition
1,Baltimore City,FY2012,Motor Vehicle,DUI/DWI,Nolle Prosequi,259,Disposition
1,Baltimore City,FY2012,Motor Vehicle,DUI/DWI,Probation Before Judgment,446,Disposition
1,Baltimore City,FY2012,Motor Vehicle,DUI/DWI,Stet,43,Disposition
1,Baltimore City,FY2012,Motor Vehicle,DUI/DWI,Not Guilty,25,Disposition
1,Baltimore City,FY2012,Motor Vehicle,Other,All Disposition Manner,1794,Disposition
1,Baltimore City,FY2012,Motor Vehicle,DUI/DWI,Dismissed,2,Disposition
1,Baltimore City,FY2012,Criminal,Criminal,Nolle Prosequi,27575,Disposition
1,Baltimore City,FY2012,Misc,Civil Citations,All Disposition Manner,180,Disposition
1,Baltimore City,FY2012,Criminal,Criminal,Not Guilty,1330,Disposition
1,Baltimore City,FY2012,Criminal,Criminal,Probation Before Judgment,1332,Disposition
1,Baltimore City,FY2012,Criminal,Criminal,Guilty,5448,Disposition
1,Baltimore City,FY2012,Criminal,Criminal,Other,46,Disposition
1,Baltimore City,FY2012,Criminal,Criminal,Dismissed,285,Disposition
1,Baltimore City,FY2012,Criminal,Criminal,Jury Trial Prayer,7717,Disposition
1,Baltimore City,FY2012,Criminal,Criminal,Forwarded to Circuit Court,5479,Disposition
1,Baltimore City,FY2012,Criminal,Criminal,Stet,2392,Disposition
1,Baltimore City,FY2012,Civil,Civil,All Judgements,20940,Disposition
1,Baltimore City,FY2012,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,952,Disposition
1,Baltimore City,FY2012,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,898,Disposition
1,Baltimore City,FY2012,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,3302,Disposition
1,Baltimore City,FY2012,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,2721,Disposition
1,Baltimore City,FY2012,Motor Vehicle,Parking & Red Light,All Disposition Manner,35975,Disposition
1,Baltimore City,FY2013,Criminal,Criminal,ALL,48736,Filing
1,Baltimore City,FY2013,Misc,Injunctions,ALL,237,Filing
1,Baltimore City,FY2013,Criminal,Fugitive Warrants,ALL,336,Filing
1,Baltimore City,FY2013,Landlord Tenant,Landlord Tenant,ALL,1971,Filing
1,Baltimore City,FY2013,Civil,Civil,ALL,28420,Filing
1,Baltimore City,FY2013,Misc,Emergency Evaluations,ALL,571,Filing
1,Baltimore City,FY2013,Misc,Civil Citations,ALL,450,Filing
1,Baltimore City,FY2013,Misc,Forfeiture of Contraband,ALL,1043,Filing
1,Baltimore City,FY2013,Motor Vehicle,Payable & Must Appear,ALL,46184,Filing
1,Baltimore City,FY2013,Motor Vehicle,DUI/DWI,ALL,1251,Filing
1,Baltimore City,FY2013,Motor Vehicle,Other,ALL,2834,Filing
1,Baltimore City,FY2013,Peace Order & Domestic Violence,Domestic Violence,ALL,4526,Filing
1,Baltimore City,FY2013,Peace Order & Domestic Violence,Peace Order ,ALL,3543,Filing
1,Baltimore City,FY2013,Motor Vehicle,Parking & Red Light,ALL,26802,Filing
1,Baltimore City,FY2013,Motor Vehicle,Payable & Must Appear,Paid,23768,Disposition
1,Baltimore City,FY2013,Motor Vehicle,DUI/DWI,Guilty,310,Disposition
1,Baltimore City,FY2013,Motor Vehicle,Payable & Must Appear,Miscellaneous,10484,Disposition
1,Baltimore City,FY2013,Motor Vehicle,Payable & Must Appear,Tried,11759,Disposition
1,Baltimore City,FY2013,Motor Vehicle,DUI/DWI,Other,8,Disposition
1,Baltimore City,FY2013,Motor Vehicle,DUI/DWI,Nolle Prosequi,256,Disposition
1,Baltimore City,FY2013,Motor Vehicle,DUI/DWI,Probation Before Judgment,470,Disposition
1,Baltimore City,FY2013,Motor Vehicle,DUI/DWI,Stet,36,Disposition
1,Baltimore City,FY2013,Motor Vehicle,Other,All Disposition Manner,2566,Disposition
1,Baltimore City,FY2013,Motor Vehicle,DUI/DWI,Not Guilty,32,Disposition
1,Baltimore City,FY2013,Motor Vehicle,DUI/DWI,Dismissed,3,Disposition
1,Baltimore City,FY2013,Criminal,Criminal,Nolle Prosequi,25969,Disposition
1,Baltimore City,FY2013,Criminal,Criminal,Other,51,Disposition
1,Baltimore City,FY2013,Criminal,Criminal,Forwarded to Circuit Court,5305,Disposition
1,Baltimore City,FY2013,Criminal,Criminal,Stet,2683,Disposition
1,Baltimore City,FY2013,Criminal,Criminal,Dismissed,203,Disposition
1,Baltimore City,FY2013,Criminal,Criminal,Guilty,5354,Disposition
1,Baltimore City,FY2013,Criminal,Criminal,Probation Before Judgment,1353,Disposition
1,Baltimore City,FY2013,Misc,Civil Citations,All Disposition Manner,343,Disposition
1,Baltimore City,FY2013,Criminal,Criminal,Not Guilty,1424,Disposition
1,Baltimore City,FY2013,Criminal,Criminal,Jury Trial Prayer,7174,Disposition
1,Baltimore City,FY2013,Civil,Civil,All Judgements,18362,Disposition
1,Baltimore City,FY2013,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,897,Disposition
1,Baltimore City,FY2013,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,765,Disposition
1,Baltimore City,FY2013,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,3550,Disposition
1,Baltimore City,FY2013,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,2744,Disposition
1,Baltimore City,FY2013,Motor Vehicle,Parking & Red Light,All Disposition Manner,26802,Disposition
1,Baltimore City,FY2014,Civil,Civil,ALL,24716,Filing
1,Baltimore City,FY2014,Landlord Tenant,Landlord Tenant,ALL,1997,Filing
1,Baltimore City,FY2014,Misc,Injunctions,ALL,592,Filing
1,Baltimore City,FY2014,Criminal,Criminal,ALL,42623,Filing
1,Baltimore City,FY2014,Criminal,Fugitive Warrants,ALL,260,Filing
1,Baltimore City,FY2014,Misc,Emergency Evaluations,ALL,603,Filing
1,Baltimore City,FY2014,Misc,Forfeiture of Contraband,ALL,728,Filing
1,Baltimore City,FY2014,Misc,Civil Citations,ALL,919,Filing
1,Baltimore City,FY2014,Motor Vehicle,Payable & Must Appear,ALL,44635,Filing
1,Baltimore City,FY2014,Motor Vehicle,DUI/DWI,ALL,1324,Filing
1,Baltimore City,FY2014,Motor Vehicle,Other,ALL,3001,Filing
1,Baltimore City,FY2014,Peace Order & Domestic Violence,Domestic Violence,ALL,4134,Filing
1,Baltimore City,FY2014,Peace Order & Domestic Violence,Peace Order ,ALL,3583,Filing
1,Baltimore City,FY2014,Motor Vehicle,Parking & Red Light,ALL,5700,Filing
1,Baltimore City,FY2014,Motor Vehicle,Payable & Must Appear,Paid,21131,Disposition
1,Baltimore City,FY2014,Motor Vehicle,Payable & Must Appear,Miscellaneous,10130,Disposition
1,Baltimore City,FY2014,Motor Vehicle,Payable & Must Appear,Tried,12693,Disposition
1,Baltimore City,FY2014,Motor Vehicle,DUI/DWI,Probation Before Judgment,725,Disposition
1,Baltimore City,FY2014,Motor Vehicle,DUI/DWI,Guilty,406,Disposition
1,Baltimore City,FY2014,Motor Vehicle,DUI/DWI,Nolle Prosequi,238,Disposition
1,Baltimore City,FY2014,Motor Vehicle,DUI/DWI,Stet,48,Disposition
1,Baltimore City,FY2014,Motor Vehicle,Other,All Disposition Manner,3644,Disposition
1,Baltimore City,FY2014,Motor Vehicle,DUI/DWI,Not Guilty,28,Disposition
1,Baltimore City,FY2014,Motor Vehicle,DUI/DWI,Dismissed,5,Disposition
1,Baltimore City,FY2014,Motor Vehicle,DUI/DWI,Other,11,Disposition
1,Baltimore City,FY2014,Motor Vehicle,DUI/DWI,Jury Trial Prayer,2,Disposition
1,Baltimore City,FY2014,Criminal,Criminal,Jury Trial Prayer,6839,Disposition
1,Baltimore City,FY2014,Criminal,Criminal,Guilty,5780,Disposition
1,Baltimore City,FY2014,Criminal,Criminal,Dismissed,92,Disposition
1,Baltimore City,FY2014,Criminal,Criminal,Nolle Prosequi,22620,Disposition
1,Baltimore City,FY2014,Criminal,Criminal,Probation Before Judgment,1488,Disposition
1,Baltimore City,FY2014,Criminal,Criminal,Not Guilty,1396,Disposition
1,Baltimore City,FY2014,Misc,Civil Citations,All Disposition Manner,387,Disposition
1,Baltimore City,FY2014,Criminal,Criminal,Other,54,Disposition
1,Baltimore City,FY2014,Criminal,Criminal,Forwarded to Circuit Court,5141,Disposition
1,Baltimore City,FY2014,Criminal,Criminal,Stet,1684,Disposition
1,Baltimore City,FY2014,Civil,Civil,All Judgements,16921,Disposition
1,Baltimore City,FY2014,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,853,Disposition
1,Baltimore City,FY2014,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,830,Disposition
1,Baltimore City,FY2014,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,3207,Disposition
1,Baltimore City,FY2014,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,2735,Disposition
1,Baltimore City,FY2014,Motor Vehicle,Parking & Red Light,All Disposition Manner,5700,Disposition
1,Baltimore City,FY2015,Misc,Emergency Evaluations,ALL,613,Filing
